userid,bus_or_ped,busdestination,inside_or_outside,tripid,totalseats,totalpassengercount,totalfemalecount,emptyseats,location,timestamp,date,time,surveyid,gender,age,companions,educational_attainment,origin,destinations,trip_purpose,modesecurity,pointsecurity,importance_safety,mostsafe,leastsafe,rfid_opinion,mostsafe,leastsafe,selectelement
jsmanuel.landin,Bus,Tacuba,Fuera CETRAM,T7367293,35,0,0,0,19.53597 -99.22704,10/7/13 14:29,7/10/13,2:29:27 PM,F1297850,female,25-44,None,Preparatoria,Cuauhtemoc,Tecamec,Compra,1,1,5 (Muy importante),Metro,Peseros,No se,,,
jsmanuel.landin,Bus,Mexico Nueva,Fuera CETRAM,T1190416,35,45,0,-5,19.51771 -99.20137,11/7/13 14:18,7/11/13,2:18:19 PM,F0945697,female,18-24,None,Licenciatura,Ecatepec de Morelos,Tecamec,Trabajo,1,1,4,BRT,Peseros,3,,,
jsmanuel.landin,Bus,Tacuba,Fuera CETRAM,T7367293,35,0,0,0,19.55836 -99.25019,10/7/13 14:15,7/10/13,2:15:53 PM,F4481015,female,25-44,None,Licenciatura,Nicolas Romero,Azcapotzalco,Trabajo,1,1,5 (Muy importante),Trolebus,Peseros,No se,,,
jsmanuel.landin,Bus,Mexico Nueva,Fuera CETRAM,T1064617,35,0,0,0,19.50485 -99.20058,12/7/13 17:04,7/12/13,5:04:15 PM,M8758103,male,18-24,None,Preparatoria,Tlalnepantla de Baz,Atizapan de Zaragoza,Otro,1,1,5 (Muy importante),Taxi,Peseros,No se,,,
jsmanuel.landin,Bus,El Rosario,Fuera CETRAM,T5570080,35,0,0,0,19.50011 -99.2056,13/07/2013 14:52:13,7/13/13,2:52:13 PM,M0084522,male,18-24,None,Licenciatura,Tlalnepantla de Baz,Azcapotzalco,Trabajo,1,1,5 (Muy importante),Metro,Peseros,No se,,,
jsmanuel.landin,Bus,El Rosario,Fuera CETRAM,T0963346,35,19,8,21,19.50328 -99.20444,16/07/2013 14:29:36,7/16/13,2:29:36 PM,F6971819,female,45-64,None,Secundaria,Tlalnepantla de Baz,Azcapotzalco,Trabajo,1,3,5 (Muy importante),Metro,Peseros,No se,,,
jsmanuel.landin,Bus,El Rosario,Fuera CETRAM,T2997768,35,27,11,13,19.54572 -99.23381,15/07/2013 14:09:37,7/15/13,2:09:37 PM,F2722730,female,25-44,None,Preparatoria,Tlalnepantla de Baz,Tlalnepantla de Baz,Trabajo,1,1,5 (Muy importante),Metro,Peseros,No se,,,
Kuan,Bus,Mexico Nueva,Fuera CETRAM,T7996562,35,17,8,18,19.5198 -99.20836,7/13/13 17:15,7/13/13,5:15:12 PM,M0792029,male,65+,1 to 2,Licenciatura,Alvaro Obregon,Tlalnepantla de Baz,Trabajo,1,1,5 (Muy importante),Metro,Peseros,5,,,
Kuan,Bus,Mexico Nueva,Fuera CETRAM,T7996562,35,17,8,18,19.53618 -99.22708,7/13/13 17:34,7/13/13,5:34:51 PM,F5789829,female,65+,None,Secundaria,Atizapan de Zaragoza,Atizapan de Zaragoza,Compra,1,1,5 (Muy importante),Metro,Peseros,No se,,,
Kuan,Bus,El Rosario,Dentro CETRAM,T8517174,35,14,5,21,19.50151 -99.20839,7/13/13 18:52,7/13/13,6:52:05 PM,F8675599,female,45-64,None,Preparatoria,Atizapan de Zaragoza,Azcapotzalco,Recreacion,1,1,5 (Muy importante),Taxi,Peseros,3,,,
Kuan,Bus,El Rosario,Dentro CETRAM,T8517174,35,11,4,24,19.55457 -99.24221,7/13/13 18:28,7/13/13,6:28:51 PM,M7049005,male,25-44,None,Secundaria,Atizapan de Zaragoza,Iztacalco,Recreacion,1,1,1 (Muy poco importante),Taxi,Peseros,No se,,,
Kuan,Bus,Mexico Nueva,Fuera CETRAM,T7996562,35,19,8,16,19.51532 -99.21861,7/13/13 17:22,7/13/13,5:22:35 PM,F6014442,female,45-64,1 to 2,Preparatoria,Cuauhtemoc,Atizapan de Zaragoza,Compra,1,3,5 (Muy importante),Metro,BRT,No se,,,
Kuan,Bus,Mexico Nueva,Fuera CETRAM,T7996562,35,17,8,18,19.514 -99.21612,7/13/13 17:21,7/13/13,5:21:28 PM,M7495835,male,45-64,1 to 2,Preparatoria,Cuauhtemoc,Atizapan de Zaragoza,Compra,1,3,5 (Muy importante),BRT,BRT,No se,,,
Kuan,Bus,El Rosario,Dentro CETRAM,T9613804,35,19,8,11,19.4421 -99.20442,7/13/13 15:52,7/13/13,3:52:34 PM,M2159612,male,25-44,None,Licenciatura,Gustavo A. Madero,Atizapan de Zaragoza,Trabajo,1,1,5 (Muy importante),Metro,Peseros,No se,,,
Kuan,Bus,Mexico Nueva,Fuera CETRAM,T7996562,35,14,9,21,19.55337 -99.24138,7/13/13 17:40,7/13/13,5:40:00 PM,F8215345,female,25-44,1 to 2,Licenciatura,Iztacalco,Atizapan de Zaragoza,Recreacion,1,1,5 (Muy importante),Taxi,Peseros,No se,,,
Kuan,Bus,Mexico Nueva,Fuera CETRAM,T7996562,35,17,8,18,19.54742 -99.23591,7/13/13 17:38,7/13/13,5:38:07 PM,F2436887,female,0-17,1 to 2,Secundaria,Iztacalco,Atizapan de Zaragoza,Recreacion,1,1,5 (Muy importante),Metro,Peseros,No se,,,
Kuan,Bus,El Rosario,Dentro CETRAM,T8517174,35,14,5,21,19.52388 -99.22625,7/13/13 18:42,7/13/13,6:42:08 PM,M5768741,male,,,,,,,1,,5 (Muy importante),Metro,,,,,
maggihellaryfranco,Bus,Mexico Nueva,Fuera CETRAM,T5009227,35,7,0,28,19.55703 -99.25179,12/7/13 13:47,7/12/13,1:47:40 PM,F1690459,female,25-44,None,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Otro,1,1,5 (Muy importante),Taxi,BRT,No se,,,
maggihellaryfranco,Bus,Mexico Nueva,Fuera CETRAM,T0305982,35,7,0,28,19.55593 -99.24336,12/7/13 14:37,7/12/13,2:37:26 PM,M4228166,male,25-44,None,Licenciatura,Atizapan de Zaragoza,Miguel Hidalgo,Otro,1,4,5 (Muy importante),Metro,BRT,No se,,,
maggihellaryfranco,Bus,Mexico Nueva,Fuera CETRAM,T5009227,35,7,0,28,19.53106 -99.22485,12/7/13 13:32,7/12/13,1:32:05 PM,M4923306,male,25-44,1 to 2,Preparatoria,Azcapotzalco,Atizapan de Zaragoza,Trabajo,1,2,5 (Muy importante),Metro,Peseros,No se,,,
nely.patlan,Bus,El Rosario,Fuera CETRAM,T7546961,35,14,3,16,19.50486 -99.20066,7/14/13 19:47,7/14/13,7:47:06 PM,F8697617,female,0-17,1 to 2,Secundaria,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,1,4,5 (Muy importante),Metro,Peseros,No se,,,
nely.patlan,Bus,Mexico Nueva,Fuera CETRAM,T6218353,35,18,4,12,19.53092 -99.22318,7/14/13 18:33,7/14/13,6:33:37 PM,F9768564,female,18-24,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,1,1,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Bus,El Rosario,Fuera CETRAM,T3601774,35,0,0,0,19.50697 -99.20588,7/10/13 18:23,7/10/13,6:23:15 PM,M9858347,male,45-64,1 to 2,Licenciatura,Alvaro Obregon,Azcapotzalco,Trabajo,1,4,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Bus,Mexico Nueva,Fuera CETRAM,T2080390,35,13,5,17,19.50654 -99.20897,7/16/13 16:41,7/16/13,4:41:55 PM,M3505696,male,25-44,None,Preparatoria,Azcapotzalco,Tlalnepantla de Baz,Trabajo,1,3,4,Metro,Peseros,No se,,,
urbunam,Bus,Mexico Nueva,Fuera CETRAM,T7886081,35,17,5,18,19.51355 -99.21335,12/7/13 15:07,7/12/13,3:07:46 PM,M2284189,male,25-44,None,Secundaria,Azcapotzalco,Azcapotzalco,Trabajo,1,1,5 (Muy importante),Metro,Peseros,No se,,,
urbunam,Bus,Mexico Nueva,Fuera CETRAM,T5385928,35,18,8,17,19.52001 -99.20956,12/7/13 13:22,7/12/13,1:22:58 PM,M1663428,male,25-44,None,Preparatoria,Tlalnepantla de Baz,Atizapan de Zaragoza,Trabajo,1,1,2,BRT,Peseros,1,,,
urbunam,Bus,Mexico Nueva,Fuera CETRAM,T7886081,35,15,4,20,19.51355 -99.21335,12/7/13 15:04,7/12/13,3:04:05 PM,M3252605,male,25-44,1 to 2,Preparatoria,Tlalnepantla de Baz,Azcapotzalco,Otro,1,5,5 (Muy importante),Taxi,Peseros,No se,,,
b.borrego77,Van,Mexipuerto,Fuera CETRAM,T9696255,15,6,1,9,19.55048 -99.04203,16/07/2013 14:35:44,7/16/13,2:35:44 PM,F4748915,female,18-24,1 to 2,Licenciatura,Chalco,Ecatepec de Morelos,Trabajo,1,5,5 (Muy importante),Metro,Peseros,3,,,
b.borrego77,Van,Heroes Tecamec,Dentro CETRAM,T5488877,15,11,6,4,19.53799 -99.02941,13/07/2013 16:43:09,7/13/13,4:43:09 PM,M7609267,male,25-44,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,1,1,5 (Muy importante),Metro,Peseros,No se,,,
b.borrego77,Van,Mexipuerto,Fuera CETRAM,T9696255,15,0,0,0,19.59765 -99.03656,16/07/2013 14:09:59,7/16/13,2:09:59 PM,M0668491,male,0-17,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,1,2,5 (Muy importante),Metro,Peseros,No se,,,
b.borrego77,Van,Heroes Tecamec,Dentro CETRAM,T9627649,15,13,8,2,19.61394 -99.03894,15/07/2013 13:41:02,7/15/13,1:41:02 PM,M1934909,male,25-44,1 to 2,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,1,1,5 (Muy importante),Metro,Peseros,1,,,
b.borrego77,Van,Heroes Tecamec,Dentro CETRAM,T9627649,15,10,6,5,19.5985 -99.03628,15/07/2013 13:36:44,7/15/13,1:36:44 PM,F3248461,female,45-64,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,1,1,5 (Muy importante),BRT,Peseros,No se,,,
b.borrego77,Van,Heroes Tecamec,Dentro CETRAM,T9627649,15,11,6,4,19.53655 -99.02565,15/07/2013 13:06:28,7/15/13,1:06:28 PM,F0928493,female,25-44,1 to 2,Primaria,Ecatepec de Morelos,Tecamec,Compra,1,4,5 (Muy importante),BRT,Metro,5,,,
b.borrego77,Van,Heroes Tecamec,Fuera CETRAM,T9202339,15,0,0,0,19.54404 -99.0392,10/7/13 13:29,7/10/13,1:29:18 PM,F7455323,female,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,1,2,5 (Muy importante),Metro,Peseros,1,,,
b.borrego77,Van,Heroes Tecamec,Fuera CETRAM,T6656662,15,0,0,0,19.54298 -99.03792,12/7/13 12:35,7/12/13,12:35:36 PM,F3761417,female,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Recreacion,1,3,5 (Muy importante),Metro,Peseros,No se,,,
b.borrego77,Van,Heroes Tecamec,Fuera CETRAM,T5170285,15,0,0,0,19.53638 -99.02548,12/7/13 12:25,7/12/13,12:25:53 PM,F0981829,female,45-64,None,Secundaria,Ecatepec de Morelos,Tecamec,Otro,1,4,5 (Muy importante),Metro,Peseros,1,,,
b.borrego77,Van,Heroes Tecamec,Fuera CETRAM,T1808485,15,9,3,6,19.57466 -99.04286,16/07/2013 13:04:34,7/16/13,1:04:34 PM,F5622737,female,25-44,3 to 4,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,1,1,5 (Muy importante),,Peseros,No se,,,
b.borrego77,Van,Heroes Tecamec,Fuera CETRAM,T0212696,15,0,0,0,19.61349 -99.03393,10/7/13 13:56,7/10/13,1:56:46 PM,M1105793,male,45-64,None,Secundaria,Ecatepec de Morelos,Tecamec,Otro,1,2,5 (Muy importante),Trolebus,BRT,No se,,,
b.borrego77,Van,Heroes Tecamec,Fuera CETRAM,T0212696,15,0,0,0,19.59455 -99.03775,10/7/13 13:49,7/10/13,1:49:45 PM,F7906496,female,25-44,1 to 2,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,1,1,5 (Muy importante),Metro,BRT,No se,,,
b.borrego77,Van,Heroes Tecamec,Dentro CETRAM,T5480943,15,0,0,0,19.54837 -99.04447,11/7/13 13:01,7/11/13,1:01:44 PM,M7133686,male,45-64,None,Licenciatura,Miguel Hidalgo,Tultitlan,Trabajo,1,1,5 (Muy importante),Metro,Peseros,No se,,,
b.borrego77,Van,Heroes Tecamec,Dentro CETRAM,T5480943,15,0,0,0,19.60589 -99.03491,11/7/13 13:22,7/11/13,1:22:48 PM,M4731391,male,18-24,None,Licenciatura,Otro,Otro,Otro,1,1,5 (Muy importante),Metro,Peseros,1,,,
b.borrego77,Van,Mexipuerto,Dentro CETRAM,T5242529,15,5,2,10,19.63096 -99.02241,13/07/2013 18:30:16,7/13/13,6:30:16 PM,F1825680,female,18-24,1 to 2,Secundaria,Tecamec,Ecatepec de Morelos,Otro,1,1,5 (Muy importante),Metro,Taxi,No se,,,
b.borrego77,Van,Mexipuerto,Dentro CETRAM,T3942643,15,0,0,0,19.61114 -99.0588,11/7/13 14:34,7/11/13,2:34:44 PM,F4720368,female,0-17,1 to 2,,Tecamec,Ecatepec de Morelos,Otro,1,1,5 (Muy importante),,,,,,
b.borrego77,Van,Mexipuerto,Dentro CETRAM,T3942643,15,0,0,0,19.63245 -99.02513,11/7/13 14:20,7/11/13,2:20:55 PM,F3919254,female,0-17,3 to 4,Preparatoria,Tecamec,Tecamec,Compra,1,3,5 (Muy importante),Taxi,Peseros,1,,,
b.borrego77,Van,Mexipuerto,Fuera CETRAM,T2360318,15,6,2,9,19.6372 -99.03661,16/07/2013 13:49:04,7/16/13,1:49:04 PM,F6531968,female,25-44,1 to 2,Licenciatura,Tecamec,Tecamec,Compra,1,1,5 (Muy importante),Metro,Peseros,No se,,,
buzoherbert,Van,Heroes Tecamec,Fuera CETRAM,T7560056,15,0,0,0,19.57861 -99.04096,7/15/13 18:16,7/15/13,6:16:02 PM,F5584035,female,25-44,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,1,3,5 (Muy importante),Taxi,Peseros,No se,,,
buzoherbert,Van,Mexipuerto,Fuera CETRAM,T3635045,15,0,0,0,19.57592 -99.04108,7/15/13 18:38,7/15/13,6:38:52 PM,F7833280,female,25-44,Mas,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,1,1,5 (Muy importante),Metro,Peseros,No se,,,
buzoherbert,Van,Mexipuerto,Fuera CETRAM,T3635045,15,0,0,0,19.55009 -99.0518,7/15/13 18:51,7/15/13,6:51:09 PM,F2869468,female,25-44,None,Licenciatura,Ecatepec de Morelos,Nezahualcoyotl,Trabajo,1,1,5 (Muy importante),Metro,Peseros,No se,,,
buzoherbert,Van,Heroes Tecamec,Fuera CETRAM,T7560056,15,0,0,0,19.55795 -99.04683,7/15/13 18:04,7/15/13,6:04:35 PM,M6492433,male,18-24,None,Secundaria,Ecatepec de Morelos,Tecamec,Trabajo,1,3,5 (Muy importante),Metro,Peseros,No se,,,
buzoherbert,Van,Heroes Tecamec,Fuera CETRAM,T7560056,15,0,0,0,19.53627 -99.02455,7/15/13 17:45,7/15/13,5:45:59 PM,F0697756,female,25-44,None,Secundaria,Ecatepec de Morelos,Tecamec,Otro,1,1,5 (Muy importante),Metro,Peseros,No se,,,
clara,Van,El Rosario,Dentro CETRAM,T1736737,15,0,0,0,19.50457 -99.20142,7/14/13 15:06,7/14/13,3:06:15 PM,M7184224,male,65+,None,Preparatoria,Azcapotzalco,Azcapotzalco,,1,2,5 (Muy importante),Metro,Peseros,No se,,,
clara,Van,El Rosario,Dentro CETRAM,T1276765,15,0,0,0,19.50498 -99.20071,7/14/13 14:10,7/14/13,2:10:54 PM,F8767564,female,25-44,1 to 2,Secundaria,Tecamec,Tultitlan,Otro,1,1,3,,,No se,,,
clara,Van,El Rosario,Dentro CETRAM,T1276765,15,0,0,0,19.50445 -99.20134,7/14/13 14:49,7/14/13,2:49:27 PM,M6160988,male,25-44,3 to 4,Primaria,,Naucalpan de Juarez,Trabajo,1,5,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T5517633,15,0,0,0,19.50487 -99.20073,16/07/2013 18:16:04,7/16/13,6:16:04 PM,F5354668,female,25-44,3 to 4,Secundaria,Alvaro Obregon,Cuajimalpa de Morelos,Recreacion,1,5,4,BRT,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T4077123,15,0,0,0,19.50508 -99.20062,16/07/2013 17:42:34,7/16/13,5:42:34 PM,F6180157,female,25-44,3 to 4,Secundaria,Alvaro Obregon,Cuajimalpa de Morelos,Recreacion,1,5,5 (Muy importante),BRT,Peseros,No se,,,
edgardsgn,Van,El Rosario,Fuera CETRAM,T5288093,15,0,0,0,19.55711 -99.25253,10/7/13 13:52,7/10/13,1:52:46 PM,F8861326,female,0-17,1 to 2,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Recreacion,1,1,5 (Muy importante),Taxi,Peseros,No se,,,
edgardsgn,Van,El Rosario,Fuera CETRAM,T5288093,15,0,0,0,19.55422 -99.2625,10/7/13 13:55,7/10/13,1:55:44 PM,M2317361,male,45-64,None,Secundaria,Atizapan de Zaragoza,Atizapan de Zaragoza,Otro,1,1,5 (Muy importante),Taxi,Trolebus,1,,,
edgardsgn,Van,El Rosario,Fuera CETRAM,T5288093,15,0,0,0,19.54141 -99.23193,10/7/13 13:44,7/10/13,1:44:31 PM,F9377808,female,45-64,None,Secundaria,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,1,3,3,Taxi,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T9586798,15,10,8,10,19.54296 -99.23358,14/07/2013 14:21:34,7/14/13,2:21:34 PM,F1240675,female,25-44,1 to 2,Preparatoria,Atizapan de Zaragoza,Azcapotzalco,Compra,1,2,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Fuera CETRAM,T9316341,15,10,4,0,19.54397 -99.23434,10/7/13 14:24,7/10/13,2:24:08 PM,M7287179,male,45-64,None,Preparatoria,Atizapan de Zaragoza,Azcapotzalco,Trabajo,1,1,5 (Muy importante),Trolebus,Peseros,No se,,,
edgardsgn,Van,Mexipuerto,Fuera CETRAM,T2096189,15,0,0,0,19.51973 -99.20834,11/7/13 16:56,7/11/13,4:56:55 PM,M2100553,male,25-44,None,Preparatoria,Azcapotzalco,Atizapan de Zaragoza,Trabajo,1,4,5 (Muy importante),BRT,Peseros,No se,,,
edgardsgn,Van,Mexipuerto,Fuera CETRAM,T2096189,15,0,0,0,19.51973 -99.20834,11/7/13 16:54,7/11/13,4:54:54 PM,M9540507,male,18-24,None,Preparatoria,Azcapotzalco,Tlalnepantla de Baz,Trabajo,1,4,5 (Muy importante),BRT,Peseros,No se,,,
edgardsgn,Van,Mexipuerto,Fuera CETRAM,T2096189,15,0,0,0,19.51029 -99.20728,11/7/13 16:49,7/11/13,4:49:39 PM,M2187052,male,25-44,None,Preparatoria,Benito Juarez,Atizapan de Zaragoza,Trabajo,1,1,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T0982169,15,0,0,0,19.50491 -99.2007,16/07/2013 18:45:30,7/16/13,6:45:30 PM,F6759580,female,25-44,None,Licenciatura,Gustavo A. Madero,Azcapotzalco,Trabajo,1,5,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Fuera CETRAM,T9316341,15,13,4,-3,19.52199 -99.22482,10/7/13 14:37,7/10/13,2:37:53 PM,M4252782,male,25-44,None,Preparatoria,Tlalnepantla de Baz,Naucalpan de Juarez,Trabajo,1,5,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Fuera CETRAM,T5288093,15,0,0,0,19.51423 -99.21283,10/7/13 13:18,7/10/13,1:18:56 PM,F1010281,female,25-44,1 to 2,Preparatoria,Tlalpan,Atizapan de Zaragoza,Recreacion,1,3,5 (Muy importante),BRT,Trolebus,No se,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T7543183,15,9,4,6,19.56572 -99.04896,7/16/13 18:02,7/16/13,6:02:53 PM,M1923403,male,45-64,1 to 2,Licenciatura,Alvaro Obregon,Azcapotzalco,Trabajo,1,4,5 (Muy importante),Metro,Peseros,No se,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.5443 -99.03954,7/11/13 16:40,7/11/13,4:40:19 PM,F5706617,female,25-44,None,Preparatoria,Azcapotzalco,Ecatepec de Morelos,Trabajo,1,1,5 (Muy importante),Metro,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.62183 -99.07441,7/11/13 17:09,7/11/13,5:09:49 PM,M8252264,male,0-17,1 to 2,Secundaria,Coacalco de Berriozal,Coacalco de Berriozal,Otro,1,3,5 (Muy importante),,Taxi,4,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T2404193,15,5,1,10,19.6427 -99.10131,7/14/13 17:51,7/14/13,5:51:12 PM,F9079082,female,25-44,None,Preparatoria,Coacalco de Berriozal,Coacalco de Berriozal,Trabajo,1,1,5 (Muy importante),Metro,Peseros,4,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T4634150,15,0,0,0,19.63771 -99.10361,7/11/13 17:57,7/11/13,5:57:47 PM,F0885596,female,0-17,1 to 2,Secundaria,Coacalco de Berriozal,Ecatepec de Morelos,Otro,1,1,5 (Muy importante),Taxi,Metro,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T4634150,15,4,0,11,19.62232 -99.07321,7/11/13 18:23,7/11/13,6:23:08 PM,M7543782,male,25-44,1 to 2,Preparatoria,Coacalco de Berriozal,Ecatepec de Morelos,Trabajo,1,1,5 (Muy importante),BRT,Peseros,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T2404193,15,6,1,9,19.63183 -99.09207,7/14/13 17:59,7/14/13,5:59:16 PM,M7228606,male,25-44,None,Licenciatura,Coacalco de Berriozal,Ecatepec de Morelos,Trabajo,1,1,5 (Muy importante),Taxi,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T2914284,15,3,1,12,19.53628 -99.02456,7/14/13 16:41,7/14/13,4:41:52 PM,M2459745,male,45-64,1 to 2,Sin estudios,Ecatepec de Morelos,Coacalco de Berriozal,Recreacion,1,3,5 (Muy importante),Metro,BRT,4,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.63771 -99.10364,7/11/13 17:23,7/11/13,5:23:16 PM,F2026480,female,45-64,None,Sin estudios,Ecatepec de Morelos,Coacalco de Berriozal,Otro,1,1,5 (Muy importante),,Peseros,No se,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.62183 -99.07441,7/11/13 17:11,7/11/13,5:11:10 PM,F1339714,female,0-17,1 to 2,Secundaria,Ecatepec de Morelos,Coacalco de Berriozal,Otro,1,1,5 (Muy importante),,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.54837 -99.04436,7/11/13 16:42,7/11/13,4:42:42 PM,F7788210,female,45-64,None,Primaria,Ecatepec de Morelos,Coacalco de Berriozal,Otro,1,2,5 (Muy importante),Metro,Taxi,5,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.53656 -99.02689,7/11/13 16:30,7/11/13,4:30:49 PM,F5814109,female,25-44,None,Licenciatura,Ecatepec de Morelos,Coacalco de Berriozal,Recreacion,1,1,4,Metro,Peseros,4,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T2914284,15,3,1,12,19.5437 -99.0388,7/14/13 16:50,7/14/13,4:50:00 PM,F9839453,female,25-44,1 to 2,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,1,1,5 (Muy importante),Metro,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.54312 -99.03819,7/11/13 16:36,7/11/13,4:36:41 PM,F1247672,female,,,,Ecatepec de Morelos,Ecatepec de Morelos,,1,1,5 (Muy importante),Peseros,,3,,,
fracwalo,Van,Heroes Tecamec,Dentro CETRAM,T1697909,15,5,3,10,19.54493 -99.04257,7/15/13 16:46,7/15/13,4:46:46 PM,M2056657,male,25-44,None,Maestria y Doctorado,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,1,1,5 (Muy importante),Metro,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Dentro CETRAM,T1697909,15,5,3,10,19.53963 -99.03415,7/15/13 16:43,7/15/13,4:43:00 PM,F6222931,female,45-64,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,1,1,5 (Muy importante),,,No se,,,
fracwalo,Van,Heroes Tecamec,Dentro CETRAM,T1697909,15,4,2,11,19.53457 -99.0279,7/15/13 16:34,7/15/13,4:34:30 PM,F0903829,female,45-64,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Compra,1,3,5 (Muy importante),Metro,Peseros,No se,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T7543183,15,10,5,5,19.59688 -99.03695,7/16/13 17:56,7/16/13,5:56:10 PM,M9900689,male,25-44,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,1,1,5 (Muy importante),BRT,Taxi,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T7543183,15,9,4,6,19.56572 -99.04896,7/16/13 18:02,7/16/13,6:02:53 PM,M9788482,male,25-44,None,Maestria y Doctorado,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,1,3,5 (Muy importante),Taxi,Peseros,1,,,
fracwalo,Van,Mexipuerto,Dentro CETRAM,T3851965,15,8,3,7,19.59662 -99.04575,7/15/13 18:10,7/15/13,6:10:42 PM,M8114844,male,25-44,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Estudio,1,1,5 (Muy importante),Metro,Peseros,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T1057329,15,11,1,4,19.53574 -99.02731,7/12/13 16:33,7/12/13,4:33:49 PM,M2010290,male,18-24,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Compra,1,3,3,Taxi,Trolebus,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7548862,15,9,4,6,19.61347 -99.03785,7/16/13 17:17,7/16/13,5:17:07 PM,F4593962,female,25-44,3 to 4,Secundaria,Ecatepec de Morelos,Tecamec,Recreacion,1,3,5 (Muy importante),,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7548862,15,9,4,6,19.60584 -99.03496,7/16/13 17:12,7/16/13,5:12:27 PM,M3421720,male,45-64,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,1,1,5 (Muy importante),BRT,Peseros,1,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7548862,15,6,3,9,19.59702 -99.03719,7/16/13 17:10,7/16/13,5:10:24 PM,M0859561,male,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,1,1,5 (Muy importante),BRT,Peseros,1,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7548862,15,4,3,11,19.55483 -99.04824,7/16/13 16:59,7/16/13,4:59:47 PM,F4818797,female,25-44,1 to 2,Secundaria,Ecatepec de Morelos,Tecamec,Otro,1,2,5 (Muy importante),,Peseros,3,,,
