userid,bus_or_ped,busdestination,inside_or_outside,tripid,totalseats,totalpassengercount,totalfemalecount,emptyseats,location,timestamp,date,time,surveyid,gender,age,companions,educational_attainment,origin,destinations,trip_purpose,modesecurity,pointsecurity,importance_safety,mostsafe,leastsafe,rfid_opinion,mostsafe,leastsafe,selectelement
urbunam,Bus,Mexico Nueva,Fuera CETRAM,T5385928,35,13,6,22,19.52001 -99.20956,12/7/13 13:15,7/12/13,1:15:44 PM,M8531254,male,45-64,None,Primaria,Cuauhtemoc,Tlalnepantla de Baz,Trabajo,4,3,5 (Muy importante),Metro,Taxi,5,,,
b.borrego77,Van,Mexipuerto,Fuera CETRAM,T7365423,15,8,3,12,19.48378 -99.04504,10/7/13 4:16,7/10/13,4:16:14 AM,M4378681,male,0-17,None,Maestria y Doctorado,Acolman,Atenco,Compra,4,2,4,Peseros,Metro,4,,,
b.borrego77,Van,Heroes Tecamec,Dentro CETRAM,T5488877,15,12,6,3,19.33167 -99.18633,13/07/2013 16:54:31,7/13/13,4:54:31 PM,F0098989,female,25-44,1 to 2,Preparatoria,Azcapotzalco,Azcapotzalco,Trabajo,4,2,5 (Muy importante),Metro,Peseros,No se,,,
b.borrego77,Van,Mexipuerto,Fuera CETRAM,T7365423,15,8,3,12,19.48378 -99.04506,10/7/13 4:16,7/10/13,4:16:48 AM,F5706476,female,25-44,1 to 2,Secundaria,Chimalhuacan,Atizapan de Zaragoza,Compra,4,4,5 (Muy importante),Taxi,Trolebus,3,,,
b.borrego77,Van,Heroes Tecamec,Dentro CETRAM,T5488877,15,11,6,4,19.54522 -99.04063,13/07/2013 16:49:04,7/13/13,4:49:04 PM,F5503379,female,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Compra,4,2,5 (Muy importante),Taxi,Peseros,3,,,
b.borrego77,Van,Heroes Tecamec,Fuera CETRAM,T1808485,15,6,2,9,19.55983 -99.04821,16/07/2013 12:58:24,7/16/13,12:58:24 PM,F6998717,female,25-44,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,4,3,4,Peseros,Peseros,No se,,,
b.borrego77,Van,Mexipuerto,Fuera CETRAM,T0345104,15,0,0,0,19.56845 -99.04443,12/7/13 14:22,7/12/13,2:22:40 PM,M7785042,male,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Estudio,4,3,5 (Muy importante),Metro,Peseros,3,,,
b.borrego77,Van,Heroes Tecamec,Dentro CETRAM,T9627649,15,11,6,4,19.53655 -99.02565,15/07/2013 13:06:27,7/15/13,1:06:27 PM,F8747722,female,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,4,2,5 (Muy importante),Metro,Peseros,No se,,,
b.borrego77,Van,Heroes Tecamec,Dentro CETRAM,T5480943,15,0,0,0,19.53658 -99.02642,11/7/13 12:48,7/11/13,12:48:47 PM,F6668236,female,18-24,None,Preparatoria,Gustavo A. Madero,Tecamec,Estudio,4,3,5 (Muy importante),Metro,Peseros,No se,,,
b.borrego77,Van,Heroes Tecamec,Fuera CETRAM,T1808485,15,6,2,9,19.566 -99.04725,16/07/2013 13:01:00,7/16/13,1:01:00 PM,M1340650,male,25-44,None,Preparatoria,Gustavo A. Madero,Tecamec,Otro,4,3,5 (Muy importante),Metro,Peseros,3,,,
b.borrego77,Van,Mexipuerto,Fuera CETRAM,T2360318,15,11,4,4,19.63774 -99.04156,16/07/2013 13:53:14,7/16/13,1:53:14 PM,M9799545,male,0-17,3 to 4,Preparatoria,Tecamec,Ecatepec de Morelos,Estudio,4,4,5 (Muy importante),Peseros,Peseros,No se,,,
b.borrego77,Van,Mexipuerto,Fuera CETRAM,T1745459,15,0,0,0,19.61349 -99.03393,10/7/13 14:37,7/10/13,2:37:29 PM,M8213602,male,0-17,None,Preparatoria,Tecamec,Ecatepec de Morelos,Otro,4,4,5 (Muy importante),Metro,Taxi,No se,,,
b.borrego77,Van,Heroes Tecamec,Fuera CETRAM,T1808485,15,12,4,3,19.64039 -99.05394,16/07/2013 13:26:30,7/16/13,1:26:30 PM,M7726924,male,18-24,None,Licenciatura,Tecamec,Tecamec,Compra,4,5,4,Metro,Taxi,3,,,
buzoherbert,Van,Heroes Tecamec,Fuera CETRAM,T7560056,15,0,0,0,19.53948 -99.03427,7/15/13 17:52,7/15/13,5:52:28 PM,F6280553,female,45-64,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,4,1,5 (Muy importante),BRT,Peseros,No se,,,
clara,Van,El Rosario,Dentro CETRAM,T1276765,15,0,0,0,19.50457 -99.20142,7/14/13 14:54,7/14/13,2:54:52 PM,F5685492,female,65+,1 to 2,Primaria,Azcapotzalco,Cuauhtemoc,Recreacion,4,4,5 (Muy importante),Metro,Peseros,No se,,,
clara,Van,El Rosario,Dentro CETRAM,T1276765,15,0,0,0,19.50455 -99.2014,7/14/13 14:54,7/14/13,2:54:06 PM,F3520940,female,25-44,1 to 2,Licenciatura,Azcapotzalco,Cuauhtemoc,Recreacion,4,4,5 (Muy importante),Metro,Peseros,No se,,,
clara,Van,El Rosario,Dentro CETRAM,T1736737,15,0,0,0,19.50457 -99.20142,7/14/13 15:13,7/14/13,3:13:54 PM,F6330906,female,18-24,1 to 2,Preparatoria,Naucalpan de Juarez,Naucalpan de Juarez,Trabajo,4,4,5 (Muy importante),Trolebus,Peseros,No se,,,
clara,Van,El Rosario,Dentro CETRAM,T1736737,15,0,0,0,19.50459 -99.20149,7/14/13 15:17,7/14/13,3:17:50 PM,M4923086,male,25-44,None,Preparatoria,Zumpango,Azcapotzalco,Recreacion,4,4,5 (Muy importante),Metro,Peseros,No se,,,
clara,Van,El Rosario,Dentro CETRAM,T1276765,15,0,0,0,19.5051 -99.20066,7/14/13 14:41,7/14/13,2:41:29 PM,M2867179,male,,,,,,,4,5,4,,,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T7608815,15,4,2,16,19.52048 -99.20771,14/07/2013 13:20:22,7/14/13,1:20:22 PM,M1316925,male,25-44,1 to 2,Preparatoria,Alvaro Obregon,Atizapan de Zaragoza,Recreacion,4,5,5 (Muy importante),BRT,Taxi,1,,,
edgardsgn,Van,Mexico Nueva,Dentro CETRAM,T9784818,15,5,3,10,19.56594 -99.26051,12/7/13 13:40,7/12/13,1:40:04 PM,M1335497,male,25-44,None,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,4,4,5 (Muy importante),Trolebus,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T9586798,15,11,8,9,19.52945 -99.22342,14/07/2013 14:24:18,7/14/13,2:24:18 PM,M1462632,male,45-64,None,Secundaria,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,4,2,2,Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T7608815,15,6,4,14,19.54042 -99.2297,14/07/2013 13:39:27,7/14/13,1:39:27 PM,F1364635,female,18-24,1 to 2,Licenciatura,Atizapan de Zaragoza,Atizapan de Zaragoza,Recreacion,4,2,4,BRT,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T7608815,15,4,2,16,19.52469 -99.2095,14/07/2013 13:23:50,7/14/13,1:23:50 PM,M1020221,male,18-24,1 to 2,Preparatoria,Azcapotzalco,Atizapan de Zaragoza,Recreacion,4,5,5 (Muy importante),Taxi,Metro,No se,,,
edgardsgn,Van,Mexipuerto,Fuera CETRAM,T2096189,15,0,0,0,19.51431 -99.21272,11/7/13 16:53,7/11/13,4:53:05 PM,M5428704,male,45-64,None,Primaria,Azcapotzalco,Atizapan de Zaragoza,Trabajo,4,4,3,Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T4077123,15,0,0,0,19.50463 -99.20076,16/07/2013 17:30:21,7/16/13,5:30:21 PM,F4705953,female,18-24,None,Preparatoria,Azcapotzalco,,Compra,4,4,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,Mexico Nueva,Dentro CETRAM,T9784818,15,0,0,0,19.51256 -99.2055,12/7/13 12:53,7/12/13,12:53:05 PM,M5896025,male,25-44,None,Preparatoria,Iztapalapa,Atizapan de Zaragoza,Trabajo,4,5,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T5517633,15,0,0,0,19.50494 -99.20069,16/07/2013 18:07:54,7/16/13,6:07:54 PM,F1620933,female,0-17,None,Secundaria,Miguel Hidalgo,Cuauhtemoc,Recreacion,4,4,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T0982169,15,0,0,0,19.50493 -99.20069,16/07/2013 18:42:25,7/16/13,6:42:25 PM,F2814975,female,18-24,None,Licenciatura,Naucalpan de Juarez,Azcapotzalco,Estudio,4,4,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T5517633,15,0,0,0,19.50491 -99.20075,16/07/2013 18:19:58,7/16/13,6:19:58 PM,F8246660,female,18-24,None,Licenciatura,Naucalpan de Juarez,Tlalnepantla de Baz,Estudio,4,4,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T4077123,15,0,0,0,19.50493 -99.20069,16/07/2013 17:26:46,7/16/13,5:26:46 PM,F5445824,female,25-44,None,Preparatoria,Otro,Azcapotzalco,Trabajo,4,5,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T0982169,15,0,0,0,19.5049 -99.20068,16/07/2013 18:46:41,7/16/13,6:46:41 PM,F6752362,female,25-44,3 to 4,Maestria y Doctorado,Otro,Azcapotzalco,Recreacion,4,3,5 (Muy importante),BRT,Trolebus,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T0982169,15,0,0,0,19.50488 -99.20072,16/07/2013 18:49:29,7/16/13,6:49:29 PM,F1430304,female,25-44,3 to 4,Secundaria,Otro,Azcapotzalco,Recreacion,4,3,5 (Muy importante),BRT,Metro,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T4077123,15,0,0,0,19.50455 -99.20079,16/07/2013 17:00:35,7/16/13,5:00:35 PM,M9989132,male,25-44,None,Secundaria,Tlalnepantla de Baz,Azcapotzalco,Trabajo,4,4,5 (Muy importante),Metro,BRT,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T5517633,15,0,0,0,19.50488 -99.20079,16/07/2013 18:14:53,7/16/13,6:14:53 PM,M9255594,male,18-24,None,Licenciatura,Tlalnepantla de Baz,Gustavo A. Madero,Recreacion,4,5,5 (Muy importante),Metro,Trolebus,No se,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T2404193,15,6,1,9,19.63183 -99.09207,7/14/13 17:59,7/14/13,5:59:17 PM,F0900078,female,25-44,None,Primaria,Atizapan de Zaragoza,Azcapotzalco,Trabajo,4,3,5 (Muy importante),Metro,Peseros,No se,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7670473,15,8,5,7,19.57591 -99.04109,7/12/13 18:09,7/12/13,6:09:18 PM,F1752365,female,65+,1 to 2,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,4,3,5 (Muy importante),Metro,Peseros,5,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T4634150,15,3,1,12,19.55377 -99.0512,7/11/13 18:50,7/11/13,6:50:08 PM,F1497147,female,25-44,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,4,3,4,BRT,Peseros,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T3735365,15,4,0,11,19.60685 -99.03337,7/10/13 17:50,7/10/13,5:50:51 PM,M6665357,male,25-44,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,4,3,5 (Muy importante),BRT,Peseros,4,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7548862,15,2,1,13,19.53963 -99.03415,7/16/13 16:46,7/16/13,4:46:44 PM,M2679817,male,0-17,None,Secundaria,Ecatepec de Morelos,Tecamec,Otro,4,2,5 (Muy importante),Peseros,Taxi,1,,,
fracwalo,Van,Heroes Tecamec,Dentro CETRAM,T1948787,15,0,0,0,19.54792 -99.0521,7/13/13 16:53,7/13/13,4:53:18 PM,F6973004,female,25-44,1 to 2,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,4,4,5 (Muy importante),Metro,Peseros,4,,,
fracwalo,Van,Heroes Tecamec,Dentro CETRAM,T0697856,15,0,0,0,19.55073 -99.04173,7/13/13 16:49,7/13/13,4:49:55 PM,M9198311,male,18-24,3 to 4,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,4,5,5 (Muy importante),Metro,Taxi,5,,,
gabrielghv1,Van,Mexico Nueva,Dentro CETRAM,T6319889,15,9,3,6,19.5309 -99.22474,12/7/13 17:59,7/12/13,5:59:45 PM,M4389818,male,25-44,None,Preparatoria,Atizapan de Zaragoza,Cuautitlan Izcalli,Trabajo,4,3,5 (Muy importante),Taxi,Peseros,No se,,,
gabrielghv1,Van,Mexico Nueva,Dentro CETRAM,T6313321,15,0,0,0,19.44199 -99.20441,7/10/13 13:10,7/10/13,1:10:43 PM,M7235471,male,45-64,None,Licenciatura,Azcapotzalco,Atizapan de Zaragoza,Trabajo,4,1,5 (Muy importante),Metro,Peseros,No se,,,
gabrielghv1,Van,El Rosario,Dentro CETRAM,T8966906,15,7,4,8,19.55021 -99.23599,12/7/13 18:51,7/12/13,6:51:54 PM,F1481126,female,45-64,None,Preparatoria,Azcapotzalco,Tlalnepantla de Baz,Trabajo,4,1,1 (Muy poco importante),Trolebus,Peseros,No se,,,
gafalda18,Van,Mexico Nueva,Fuera CETRAM,T0162147,15,8,5,7,19.5335 -99.22581,7/11/13 12:55,7/11/13,12:55:42 PM,F9369586,female,18-24,3 to 4,Licenciatura,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,4,1,5 (Muy importante),Taxi,Peseros,3,,,
gafalda18,Van,Mexico Nueva,Dentro CETRAM,T2835355,15,10,7,20,19.4421 -99.20442,7/10/13 17:28,7/10/13,5:28:34 PM,F7988926,female,45-64,None,Primaria,Nicolas Romero,Atizapan de Zaragoza,Otro,4,3,5 (Muy importante),Peseros,Peseros,No se,,,
homer.324.er,Van,Mexico Nueva,Dentro CETRAM,T2109198,15,0,0,0,19.50488 -99.20086,16/07/2013 16:26:24,7/16/13,4:26:24 PM,F4497506,female,25-44,None,Preparatoria,Azcapotzalco,Atizapan de Zaragoza,Trabajo,4,4,5 (Muy importante),Metro,Taxi,No se,,,
homer.324.er,Van,Mexico Nueva,Dentro CETRAM,T6267711,15,0,0,0,19.50488 -99.20086,16/07/2013 16:52:20,7/16/13,4:52:20 PM,M7133048,male,18-24,None,Licenciatura,Tecamec,Atizapan de Zaragoza,Trabajo,4,3,5 (Muy importante),Metro,Peseros,No se,,,
japhet.sh,Van,Heroes Tecamec,Dentro CETRAM,T5449247,15,14,8,1,19.55434 -99.05087,7/14/13 13:23,7/14/13,1:23:33 PM,M0480770,male,18-24,None,Secundaria,Ecatepec de Morelos,Tecamec,Recreacion,4,3,5 (Muy importante),BRT,Taxi,3,,,
Kuan,Van,Mexipuerto,Dentro CETRAM,T1453371,15,11,7,4,19.60662 -99.04882,7/16/13 18:26,7/16/13,6:26:44 PM,M9151753,male,45-64,None,Primaria,Chalco,Ecatepec de Morelos,Trabajo,4,3,3,Metro,Peseros,5,,,
Kuan,Van,Heroes Tecamec,Fuera CETRAM,T5649447,15,7,7,8,19.54245 -99.03686,7/11/13 16:36,7/11/13,4:36:47 PM,F5219298,female,,,,Ecatepec de Morelos,Ecatepec de Morelos,,4,2,5 (Muy importante),Peseros,,3,,,
Kuan,Van,Heroes Tecamec,Dentro CETRAM,T5323452,15,11,6,4,19.5368 -99.02771,7/16/13 17:04,7/16/13,5:04:49 PM,M5821863,male,25-44,1 to 2,Secundaria,Ecatepec de Morelos,Tecamec,Otro,4,4,5 (Muy importante),Peseros,BRT,3,,,
Kuan,Van,Heroes Tecamec,Dentro CETRAM,T5323452,15,11,6,4,19.54062 -99.03267,7/16/13 17:06,7/16/13,5:06:37 PM,M7945358,male,25-44,None,Secundaria,Iztapalapa,Tecamec,Trabajo,4,4,5 (Muy importante),Metro,Peseros,3,,,
Kuan,Van,Mexipuerto,Fuera CETRAM,T2876121,15,5,2,10,19.4421 -99.20442,7/11/13 18:50,7/11/13,6:50:09 PM,F0481265,female,18-24,None,Licenciatura,,,,4,2,5 (Muy importante),Metro,,,,,
maggihellaryfranco,Van,El Rosario,Dentro CETRAM,T6336775,15,0,0,0,19.55691 -99.24804,13/07/2013 13:25:13,7/13/13,1:25:13 PM,M7162576,male,18-24,None,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Recreacion,4,4,4,Taxi,BRT,3,,,
maggihellaryfranco,Van,Heroes Tecamec,Dentro CETRAM,T9877527,15,0,0,0,19.61564 -99.03142,15/07/2013 13:42:07,7/15/13,1:42:07 PM,F6245847,female,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,4,1,5 (Muy importante),Metro,Taxi,4,,,
maggihellaryfranco,Van,Heroes Tecamec,Dentro CETRAM,T2173930,15,0,0,0,19.56453 -99.04601,15/07/2013 13:26:34,7/15/13,1:26:34 PM,F4022187,female,0-17,1 to 2,Secundaria,Ecatepec de Morelos,Tecamec,Recreacion,4,4,5 (Muy importante),Metro,Peseros,5,,,
maggihellaryfranco,Van,Heroes Tecamec,Dentro CETRAM,T2173930,15,0,0,0,19.54284 -99.03781,15/07/2013 13:14:19,7/15/13,1:14:19 PM,F6875473,female,65+,None,Licenciatura,Ecatepec de Morelos,Tecamec,Trabajo,4,5,5 (Muy importante),Metro,Peseros,5,,,
maggihellaryfranco,Van,Heroes Tecamec,Dentro CETRAM,T0705928,15,0,0,0,19.60679 -99.05022,15/07/2013 15:07:18,7/15/13,3:07:18 PM,F7441106,female,18-24,1 to 2,Preparatoria,Tecamec,Ecatepec de Morelos,Otro,4,3,4,Metro,Peseros,5,,,
mercy.eslo,Van,Mexipuerto,Fuera CETRAM,T5352863,15,0,0,0,19.59329 -99.03872,7/12/13 17:01,7/12/13,5:01:14 PM,M4080607,male,18-24,None,Preparatoria,Tecamec,Tecamec,Trabajo,4,4,5 (Muy importante),Metro,Peseros,3,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T5530216,15,6,3,9,19.56407 -99.04615,7/11/13 12:49,7/11/13,12:49:49 PM,M4823836,male,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Estudio,4,3,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T1852490,15,12,9,3,19.63069 -99.02029,7/14/13 16:37,7/14/13,4:37:02 PM,F1483183,female,45-64,3 to 4,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,4,4,5 (Muy importante),Trolebus,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T9919597,15,10,6,5,19.53951 -99.0314,7/16/13 12:40,7/16/13,12:40:27 PM,F3983515,female,25-44,None,Secundaria,Ecatepec de Morelos,Tecamec,Trabajo,4,3,5 (Muy importante),Peseros,Taxi,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T2048874,15,13,8,2,19.59481 -99.03774,7/12/13 13:46,7/12/13,1:46:03 PM,F0709789,female,25-44,1 to 2,Licenciatura,Ecatepec de Morelos,Tecamec,Compra,4,3,5 (Muy importante),Metro,Taxi,5,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T8801871,15,10,8,5,19.63545 -99.02513,7/14/13 14:02,7/14/13,2:02:33 PM,M0246369,male,25-44,3 to 4,Licenciatura,Tecamec,Ecatepec de Morelos,Recreacion,4,3,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T8801871,15,16,10,-1,19.61336 -99.04753,7/14/13 14:14,7/14/13,2:14:11 PM,M4219936,male,25-44,None,Licenciatura,Tecamec,Ecatepec de Morelos,Recreacion,4,4,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T1852490,15,12,9,3,19.62105 -99.02519,7/14/13 16:40,7/14/13,4:40:22 PM,F9008029,female,25-44,1 to 2,Preparatoria,Tecamec,Tecamec,Otro,4,3,5 (Muy importante),Trolebus,Metro,No se,,,
nely.patlan,Van,Mexico Nueva,Dentro CETRAM,T2394144,15,12,0,3,19.54297 -99.26039,7/13/13 19:28,7/13/13,7:28:30 PM,F2362742,female,45-64,None,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,4,5,5 (Muy importante),Metro,Metro,No se,,,
nely.patlan,Van,Mexico Nueva,Dentro CETRAM,T2394144,15,12,0,3,19.4421 -99.20442,7/13/13 19:26,7/13/13,7:26:14 PM,F6696965,female,18-24,None,Licenciatura,Atizapan de Zaragoza,Atizapan de Zaragoza,Otro,4,4,5 (Muy importante),BRT,Peseros,No se,,,
nely.patlan,Van,El Rosario,Dentro CETRAM,T4221063,15,10,7,5,19.55708 -99.25038,7/12/13 19:11,7/12/13,7:11:19 PM,F9292992,female,25-44,None,Licenciatura,Atizapan de Zaragoza,Atizapan de Zaragoza,Compra,4,4,5 (Muy importante),Metro,Taxi,3,,,
nely.patlan,Van,El Rosario,Dentro CETRAM,T2559759,15,3,0,12,19.56567 -99.26171,7/13/13 20:10,7/13/13,8:10:01 PM,M8139624,male,0-17,None,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Recreacion,4,5,5 (Muy importante),Taxi,Peseros,Efecto del chip en la seguridad?,,,
nely.patlan,Van,El Rosario,Dentro CETRAM,T1188323,15,8,4,7,19.50486 -99.20066,7/15/13 18:36,7/15/13,6:36:32 PM,F4396507,female,18-24,None,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Otro,4,4,5 (Muy importante),Metro,Peseros,No se,,,
nely.patlan,Van,El Rosario,Dentro CETRAM,T4221063,15,11,7,4,19.52459 -99.22252,7/12/13 19:25,7/12/13,7:25:30 PM,F4157061,female,18-24,None,Licenciatura,Atizapan de Zaragoza,Naucalpan de Juarez,Recreacion,4,5,5 (Muy importante),Taxi,Peseros,No se,,,
nely.patlan,Van,Mexico Nueva,Dentro CETRAM,T9981793,15,13,4,2,19.4421 -99.20442,7/13/13 18:00,7/13/13,6:00:16 PM,M6515498,male,18-24,1 to 2,Secundaria,Atizapan de Zaragoza,Nicolas Romero,Otro,4,4,4,Peseros,Peseros,No se,,,
nely.patlan,Van,Mexico Nueva,Dentro CETRAM,T0838456,15,12,1,3,19.50488 -99.20086,7/16/13 17:33,7/16/13,5:33:02 PM,F3754093,female,25-44,None,Sin estudios,Azcapotzalco,Atizapan de Zaragoza,Otro,4,4,5 (Muy importante),Metro,Taxi,No se,,,
nely.patlan,Van,Mexico Nueva,Dentro CETRAM,T7670663,15,13,1,2,19.50488 -99.20086,7/16/13 17:48,7/16/13,5:48:37 PM,M9355050,male,18-24,None,Secundaria,Tlalnepantla de Baz,Atizapan de Zaragoza,Trabajo,4,3,5 (Muy importante),Taxi,Peseros,No se,,,
nely.patlan,Van,El Rosario,Dentro CETRAM,T1188323,15,7,2,8,19.50486 -99.20066,7/15/13 18:54,7/15/13,6:54:13 PM,F6359943,female,0-17,None,Preparatoria,Tlalnepantla de Baz,Azcapotzalco,Recreacion,4,3,5 (Muy importante),BRT,Peseros,3,,,
nuriabct,Van,Mexipuerto,Dentro CETRAM,T8575531,15,0,0,0,19.53958 -99.03167,7/10/13 17:28,7/10/13,5:28:50 PM,F6134323,female,25-44,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,4,5,5 (Muy importante),Metro,Peseros,5,,,
pakenzio,Van,Mexipuerto,Dentro CETRAM,T8414729,15,2,1,13,19.62427 -99.01427,7/10/13 15:32,7/10/13,3:32:45 PM,F4082483,female,0-17,None,Preparatoria,Tecamec,Ecatepec de Morelos,Estudio,4,5,5 (Muy importante),BRT,Peseros,No se,,,
pakenzio,Van,Mexipuerto,Fuera CETRAM,T2403505,15,4,1,11,19.62971 -99.01472,7/12/13 13:45,7/12/13,1:45:44 PM,F1547303,female,25-44,None,Preparatoria,Tecamec,Tecamec,Trabajo,4,4,4,BRT,Taxi,No se,,,
pakenzio,Van,Heroes Tecamec,Dentro CETRAM,T6382089,15,7,3,8,19.59845 -99.03645,7/10/13 14:42,7/10/13,2:42:07 PM,F1204859,female,18-24,None,Licenciatura,,,,4,2,5 (Muy importante),Metro,,,,,
salgado.henriquez.bardo,Van,El Rosario,Dentro CETRAM,T8857218,15,16,8,4,19.53989 -99.23621,7/11/13 17:14,7/11/13,5:14:21 PM,M5527171,male,25-44,None,Preparatoria,Alvaro Obregon,Atizapan de Zaragoza,Trabajo,4,3,5 (Muy importante),Trolebus,Metro,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T7527058,15,11,4,4,19.56295 -99.26453,7/14/13 17:20,7/14/13,5:20:40 PM,F1997538,female,65+,None,Primaria,Atizapan de Zaragoza,Atizapan de Zaragoza,Otro,4,4,5 (Muy importante),Peseros,Taxi,No se,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T7527058,15,9,3,6,19.55494 -99.25927,7/14/13 17:15,7/14/13,5:15:36 PM,F9509165,female,45-64,None,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Compra,4,3,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Van,El Rosario,Dentro CETRAM,T8857218,15,12,5,8,19.53989 -99.23621,7/11/13 17:19,7/11/13,5:19:56 PM,M9466382,male,45-64,None,Preparatoria,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,4,3,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Van,El Rosario,Fuera CETRAM,T2064880,15,4,3,11,19.55693 -99.25218,7/14/13 19:03,7/14/13,7:03:57 PM,M8131331,male,45-64,None,Preparatoria,Atizapan de Zaragoza,Azcapotzalco,Trabajo,4,4,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Van,El Rosario,Fuera CETRAM,T2064880,15,4,2,11,19.54946 -99.2391,7/14/13 19:06,7/14/13,7:06:45 PM,M7811246,male,25-44,1 to 2,Licenciatura,Atizapan de Zaragoza,Benito Juarez,Recreacion,4,3,4,Metro,Peseros,2,,,
salgado.henriquez.bardo,Van,Mexico Nueva,Dentro CETRAM,T7527058,15,11,5,4,19.55705 -99.24628,7/14/13 17:11,7/14/13,5:11:57 PM,F4904820,female,25-44,None,Secundaria,Atizapan de Zaragoza,Nicolas Romero,Otro,4,2,5 (Muy importante),Metro,Taxi,No se,,,
salgado.henriquez.bardo,Van,El Rosario,Fuera CETRAM,T2064880,15,4,3,11,19.55358 -99.26471,7/14/13 19:00,7/14/13,7:00:32 PM,F6818482,female,25-44,1 to 2,Preparatoria,Atizapan de Zaragoza,Tlalnepantla de Baz,Recreacion,4,3,5 (Muy importante),Metro,Peseros,No se,,,
salgado.henriquez.bardo,Van,El Rosario,Dentro CETRAM,T8857218,15,9,5,11,19.56601 -99.26145,7/11/13 17:25,7/11/13,5:25:32 PM,F2623503,female,18-24,1 to 2,Preparatoria,Azcapotzalco,Atizapan de Zaragoza,Otro,4,4,5 (Muy importante),Metro,Peseros,No se,,,
